"census.tract","priority"
"070700",-0.9551603644
"070900",-0.6788461276
"071100",-0.2144955606
"071600",0
"071900",-0.5262584928
"072100",-0.6382633506
"072900",-0.0156249229
"073100",-0.5577624782
"019400",-0.3895478636
"019900",0.7650766203
"020500",0.078079277
"026901",0.1760004157
"042400",0.0568649259
"062200",0.1397373748
"067100",-0.4151026529
"074900",-0.936276492
"079702",0.0364000506
"095400",0.3150372517
"099802",-0.6884481233
"127700",-0.8182197227
"990100",0
"025400",0.0585072039
"030600",0.0231418136
"035700",-0.0313927522
"073700",0.4117269841
"073900",-0.4311808463
"074100",-0.4705211891
"074300",-0.6488765807
"074500",-0.4673822569
"074700",-0.3562575262
"076902",0.1646492263
"077300",-0.7589473808
"088901",-0.0600396722
"062100",0.0087410908
"077500",-0.7987071853
"077902",-0.3572082388
"077903",-0.3309039884
"077904",-0.288494497
"077905",-0.6717206439
"078800",-0.2888532578
"079000",-0.6120611042
"079200",-0.3302840593
"079300",0
"079900",-0.1570140356
"080301",-0.121485441
"044400",0.4411301632
"053100",0.4913379067
"058200",0.0458683843
"108500",-0.2281826275
"109300",-0.3585226062
"141700",-0.1120817347
"006201",-0.2468779864
"006202",0.0154936617
"006501",0.2554584116
"006502",0.2607693809
"015801",0.257822615
"015802",0.3786567139
"018101",0.2500125367
"018102",-0.1773263385
"018501",0.1386512959
"018502",0.3047622526
"025301",0.3207579308
"025302",0.6025603869
"026902",0.3811315851
"030903",0.0801023101
"010701",-0.1827175843
"010800",0.2047070758
"011000",0.2971208104
"011100",0.2293483715
"080302",-0.3336819815
"080900",-0.4832857165
"081400",-0.3078506763
"081800",-0.0924336273
"083700",-0.2367702465
"083800",-0.0814977208
"084000",-0.1502826703
"084500",0.0777193469
"084601",-0.213627052
"084602",0.2931180718
"085300",0.11025156
"085500",0.0374598466
"085700",0.03993772
"085900",-0.0397094347
"086100",-0.5430973988
"086300",-0.4351497759
"086400",0.0660217552
"086500",-0.0406636641
"087100",0.3526435969
"088400",0.0681319679
"038302",0
"043701",0.3658604546
"043702",0.310823967
"044301",0.3331152102
"044302",0.303032229
"061302",0.0086801683
"071303",-0.2295904514
"071304",-0.2522732576
"071305",-0.3428930486
"071306",-0.5275437105
"071701",-0.2691123954
"071702",-0.158711638
"075701",-0.4107181039
"075702",-0.4576606986
"077906",-0.4292588474
"077907",-0.3065224908
"077908",-0.1902522847
"079701",0.1777413435
"093401",0.1133101664
"011200",0.1283142106
"011300",0.073907027
"011400",0.3151134173
"011500",0.1122624477
"011600",0.1128721593
"011700",0.3290663694
"011800",0.1716653082
"011900",-0.1511541757
"012000",0.1366093347
"012100",0.3568340868
"012200",0.4087795954
"012301",0.4481122784
"012400",0.2422198625
"012601",0.2635525365
"012602",0.1747061709
"012800",0.2441448627
"013000",0.2488341051
"013200",0.2865426736
"013400",-0.6236372696
"013500",0.0554811036
"013600",-0.6316708545
"013700",0.441576122
"013800",-0.4032162873
"014000",-0.442885342
"014100",0.6120563925
"089200",-0.0908599136
"090700",0.2063701068
"091601",-0.3422326733
"091602",0
"091800",0
"091900",0.3186768138
"092200",-0.1702813939
"092500",0.4219177277
"092800",-0.009298737
"092900",0.3492894508
"093800",-0.3505181352
"093900",0.2644298848
"094201",0.2231562966
"094202",-0.0053502856
"094203",0.1380020342
"094500",-0.0286345832
"094700",0.5885901718
"093402",0.3321707148
"038301",0
"097203",-0.4110372525
"097204",0.0907065261
"099703",-0.4405897512
"099704",-0.5024811137
"099705",-0.1211344255
"099801",-0.1026343515
"100801",-0.3490043332
"100802",-0.122057193
"129103",-0.5561183302
"129104",-0.5899921389
"014201",0.1452881906
"014202",0.299641393
"014300",0.4551288217
"014400",0.3911043683
"014500",0.5972644279
"014700",0.1654463831
"014800",0.2447311296
"014900",0.004050436
"015000",0.360588409
"015100",0.2966557893
"015200",0.3112788088
"015300",0.5952171991
"015400",0.4337218558
"015500",0.2801975288
"015600",0.3089298347
"015700",0.1281575904
"015900",0.2603835662
"016100",0.3636120694
"016300",0.0325412354
"016400",0.4589457282
"016600",0.1992379534
"016800",0.1393686114
"016900",-0.0296278488
"017000",0.218280266
"096400",-0.0562938022
"097300",-0.1616508529
"098100",-0.7791643008
"047000",0.3095635437
"047100",-0.198352496
"047200",-0.6417689928
"047300",0.0081123668
"047500",-0.2114890846
"047600",-0.8961585381
"047800",-0.9758771248
"047900",0.1449796384
"048000",0.7350871691
"048100",0.3288523916
"048200",-0.0338275166
"048300",0.1618400151
"048400",0.0350978662
"048500",0.1988410207
"017100",0.295978067
"026400",0.0324149479
"026500",0.1369791449
"026600",-0.0374943724
"026700",0.2151950112
"027000",0.140333759
"027100",0.4289521229
"027200",-0.3188550487
"027300",0.1016699303
"027400",-0.6337824076
"027500",-0.1334730814
"027600",0.01452078
"027700",-0.2418839614
"027800",-0.4168201383
"027900",-0.5286244602
"028000",-0.3734775051
"028100",-0.4499404957
"028200",0.0180048642
"028300",-0.3700671256
"028400",-0.0619433904
"028500",-0.0635520037
"028700",-0.0160281503
"051200",-0.1493395994
"051300",0.8178426302
"028800",-0.3558717407
"028900",-0.0928212402
"029100",-0.0937334939
"029300",0.2646196176
"029500",0.2436262523
"029700",0.4076621761
"029900",0
"030902",-0.1493376875
"031700",0.125525599
"032000",0.1926329575
"032700",-0.1922086213
"032800",0.0005946295
"032900",-0.0308793372
"033000",-0.4066185729
"033100",0
"033401",-0.1941619949
"033402",-0.6715232252
"033700",-0.053531866
"033900",-0.0016809509
"051500",0.2139776401
"051600",0.2747839259
"051700",0.3284047428
"051800",-0.2605362689
"052000",-0.1700906385
"052100",0.4631887293
"052200",-0.1523868702
"052400",-0.0557011464
"052500",0.3630168457
"052600",-0.0242415551
"052800",-0.0143917764
"053000",0.0091548042
"053200",0.1061829843
"053401",0.0518968037
"053500",0.3077798101
"053601",0.1820680548
"053800",0.2518667812
"053900",0.2625688294
"054000",0.2527087364
"054200",-0.0947718628
"054500",0.1838247296
"054700",-0.0197204796
"034700",0.0811535762
"035100",-0.7130133227
"035200",-0.0793485869
"035300",-0.0861008605
"035800",0.112881755
"036100",0.2021902467
"036300",-0.2236551344
"036500",-0.0937040469
"036600",0.0833592118
"036700",0.3736873739
"036800",0.0918228778
"037100",0.2187792814
"037300",0.1200136634
"037500",0.2165895525
"037600",0.0418263301
"037700",0.3048669761
"037900",0.1350503195
"038100",0.216617172
"038400",0.0684712887
"039400",-0.0301605229
"039800",0.0242029448
"054800",-0.281641632
"054900",0.0009926323
"055100",0.0120851398
"055200",-0.4123467727
"055300",0.5278291195
"055400",0.050193715
"055500",0.5037793119
"055600",-0.0310670374
"055700",0.0432534882
"055800",-0.2239108303
"055900",0.3721265902
"056000",-0.1009795806
"056100",0
"056200",-0.1474390844
"056400",0.1149000598
"056500",0.3992935943
"056600",-0.0176651129
"056700",-0.2699061855
"056800",0.1306811926
"057700",-0.1375207121
"057900",-0.2920979733
"039900",0.3478933113
"040000",0.1165549038
"040100",0.2529647101
"040200",0.1315525909
"040300",0.3542692688
"040400",0.1415086963
"040500",0.4453412194
"040700",0.3178152032
"040900",0.1952571199
"041100",0.0198454847
"041300",0.2686380547
"041400",0.1742447262
"041500",0.5103218852
"101002",-0.419683065
"042600",0.013956787
"042700",0.1695255096
"043200",0.3137318946
"043400",-0.0748964929
"043900",0.2547570024
"044000",0.3529638332
"044601",0.022445681
"058000",0.1769450056
"058100",0.1780070712
"058300",-0.3676936563
"058500",-0.1516906212
"058700",-0.5559950778
"058900",0.1615583122
"059000",0.5490080688
"059100",0.1798389797
"059200",0.0429692416
"059300",0.2430199746
"059400",-0.2514805291
"059500",0.0765588868
"059600",-0.1205758335
"059800",-0.0037017498
"059900",0.1405456065
"060000",-0.0031694795
"060100",0.2715235824
"060300",0.0509139713
"060600",-0.0440081045
"060701",0.2990996141
"060800",-0.0316460856
"061000",0.081866322
"044602",0.3069027451
"044800",-0.3127891116
"045000",-0.2628144919
"045200",-0.2250186157
"045400",-0.1901391125
"045500",-1.3006967719
"066400",-0.6122567346
"045700",0.2186214354
"045800",-1.1619021244
"045900",0.1403830921
"046000",0.337665181
"046100",0.1644795913
"046200",0.4568106865
"046300",0.2110013813
"046400",-1.3330043869
"046500",0.1898182349
"046600",-1.0566252665
"046700",-0.0760568892
"046800",0.1796503064
"061200",-0.0274299812
"061400",-0.0398218667
"061601",0.0823365677
"061602",0.0429683914
"061800",-0.2188092583
"061900",0.0785080088
"062000",0.232886741
"103201",-0.251325717
"062300",-0.0714226114
"062400",0
"062500",-0.3542014349
"062600",0.0274312275
"062700",-0.5197655647
"062900",-0.0225730637
"063000",0.1079411055
"063200",0.1049300708
"063301",-0.1417317841
"063302",-0.072173051
"063500",-0.027845884
"098700",0.1628280396
"099100",-0.1969712244
"046900",-0.0913264516
"017200",0.3179672732
"017400",0.1384858053
"017600",0.3890045837
"017800",0.2130799041
"017900",1.176268004
"018000",0.3145722822
"018200",0.1561139322
"018300",-0.0204168386
"018401",-0.2738831023
"018402",0.0418682267
"018600",-0.2063668212
"018700",0.1606077427
"018800",-0.2093303608
"018900",0.4652703957
"019000",-0.3300221133
"019200",-0.3806253623
"019600",-0.1355350468
"019800",-0.1601456948
"020200",-0.1852948881
"020400",0.4236765775
"020600",0.5577342163
"099200",0.3507499359
"099701",-0.1087370737
"099900",0.6976681977
"101001",-0.1954189065
"101700",-0.1575991056
"102900",-0.3031071181
"103202",-0.0359911333
"155102",-0.8438221946
"103300",0.0224684376
"103900",-0.0110331424
"104700",-0.5539405885
"105900",-0.3302524912
"107201",0.3747678445
"109700",-0.200961945
"109900",-0.7008323467
"020800",0.6222729807
"021200",0.6184593086
"021400",0.1636815328
"021600",-0.309305865
"021900",-0.0724042418
"022001",-0.388483964
"022002",-0.0732270026
"022900",0
"023000",0.0400733254
"023200",0.0266498216
"023500",0.1989645658
"023600",-0.2263300052
"023800",0.3092070639
"024000",-0.1117807578
"024300",0.0692413958
"024500",0.0120681871
"024600",0.7026761059
"024700",0.2654256033
"111300",-0.3591976376
"112300",-0.1949521501
"112900",-0.4453141062
"113300",-0.4033720254
"113900",-0.6743623937
"114100",-0.2861116332
"114700",0.0070754656
"115100",-0.2417815692
"115500",-0.4302656084
"115700",-0.2351441462
"115900",-0.4086898771
"116100",0.0701389298
"116300",-0.3643972818
"116700",-0.4217880524
"117100",0.125100495
"117500",-0.1086994806
"118100",-0.0887259653
"118500",0.1097104817
"118700",-0.4133239993
"118900",-0.2394464982
"119100",-0.0650554024
"119300",-0.3612136081
"024900",-0.0343261458
"025100",0.1195782523
"025500",0.1614560943
"025700",0.3608895489
"025800",0.3626233862
"025900",0.3509240226
"026000",-0.2074966506
"026100",0.0605694312
"026200",0.0800158926
"026300",0.2405993651
"045600",-0.3503281658
"000200",0.4670316696
"000700",0.8942389041
"000600",0.1957535117
"000100",0.7374540004
"000400",0.2310507653
"000800",-0.096777176
"001000",0.0831183784
"001200",-0.2654370104
"001400",-0.0110476257
"001600",-0.2003070962
"001800",-0.2514422145
"119500",-0.2963204103
"119900",-0.1881177421
"120100",-0.3818922917
"120300",-0.3974221263
"120500",-0.4719847659
"120700",-0.1522348503
"121100",0
"121500",-0.2586336406
"122300",-0.3543828132
"122701",-0.4610156449
"122702",-0.2381531396
"124100",-0.2434721736
"124700",-0.4139795987
"125700",-0.4809669484
"126500",-0.2488098611
"155101",-0.0225303439
"128300",0
"129102",-0.4098387446
"001900",1.1459873071
"002000",-0.3115588732
"002200",0.3243789491
"002400",0.3193917255
"002500",-0.3407743952
"002600",0.243614397
"002800",0.3767906046
"003000",-0.3979496489
"003100",0.7551186101
"003200",-0.0010411941
"003400",0.1343955926
"003600",0.2086108315
"003700",0.7632818912
"003800",0.10119211
"003900",0.1511145368
"004001",0.2179517059
"004002",0.2352377907
"004200",0.1125262186
"004300",0.3851965798
"004401",-0.0153184213
"004500",0.0757227147
"004700",0.1224190244
"130100",-0.9907601214
"133300",-0.5139780068
"133900",-0.4596715552
"134100",-0.7223973301
"134700",-0.7524478805
"136700",-0.9389102585
"137700",-0.8506743823
"138501",-0.7608505252
"138502",0
"139900",-0.4277595823
"140300",-0.7266961491
"140901",-0.508201854
"140902",-0.3876896603
"142900",-0.2376441868
"143500",-0.7241623522
"144100",-0.5632261938
"144700",-0.6907259336
"005000",0.0925037845
"005100",0.1690389326
"005200",0.0477113637
"005300",0.3402507273
"005400",-0.2753442264
"005500",0.6245703894
"005700",0.0499998074
"005800",-0.0974834955
"005900",0.3744673927
"006100",0.21314811
"006300",0.3099147678
"006900",0.5498410255
"007100",0.4553656513
"007300",0.1375449466
"007500",0.2700166415
"007700",0.3609782769
"007900",0.2576837521
"008100",0.1656939467
"008300",0.3821369284
"063700",0.0490556187
"063800",-0.2501708216
"063900",0.2226369603
"064101",0.2300971041
"145101",-0.0346731338
"145102",-0.5287536511
"145900",-0.1972506116
"146300",-0.3960248279
"146700",-0.1730860548
"147100",-0.131149552
"147900",-0.4349840539
"148300",-0.7219601355
"150701",-0.7303562896
"150702",-0.6060595553
"152901",-0.8451887757
"152902",-0.7980178615
"156700",-0.9082039509
"157101",-0.6620899876
"157102",-0.5778220786
"157901",-0.8224085472
"157902",-0.7316097288
"064102",0
"064500",-0.3102303349
"064600",-0.0522840245
"065000",0.0233235723
"065400",-0.647932569
"065501",0.1511417643
"065600",-0.470093676
"065702",-0.1375225654
"065900",-0.4113711296
"066000",-0.7701074545
"066100",-0.5549704824
"066300",-0.1286242234
"126700",-0.4767777084
"003300",0.4846059365
"008500",-0.0521179125
"015100",-0.0803218265
"037600",0.0421558962
"024800",-0.2947888629
"023301",0.3660676214
"019400",0.0548848169
"045600",-0.1398663292
"005001",-0.1649087551
"005002",-0.0821092667
"005300",-0.1580350224
"023000",0.3083715612
"013200",0.2702144961
"007900",-0.0007867263
"008900",-0.0245333435
"021601",0.1375111664
"003800",0.0426997729
"025000",-0.0952402367
"028900",-0.4670202256
"025300",0.0771421685
"017300",0.1293992242
"006500",0.3166165272
"018900",-0.3990513758
"004300",0.1177476883
"011800",0.2884643675
"006800",0.0969371022
"011900",0.0239229501
"008400",0.4131695206
"008700",0.2652552758
"013500",0.0476052382
"020601",0.5408614703
"022401",-0.198034368
"023100",0.7005779722
"024700",0.5402072114
"003900",0.0620828915
"020200",0.1986876834
"023302",-0.4497162929
"007100",0.0442123572
"039100",0.204399949
"007500",-0.1377472477
"021302",0.0066275436
"006900",0.5245217179
"012101",0.1158748623
"021900",0.0739799417
"007300",-0.1383209162
"041900",-0.3547824515
"035800",-0.1473381131
"012701",-0.2009589521
"000100",0.4775031563
"034200",0.217301494
"011000",0.0782254482
"033400",0
"024100",0.1366696743
"038200",0.1717950071
"009800",0.2916561657
"004100",0.1340408524
"039400",-0.0653820108
"021800",0.014001688
"036800",0.4400042915
"022500",0.2224180382
"041500",0.0057995357
"003100",-0.1612783488
"003500",0.0290867288
"008500",0.1428558772
"012102",0.3157452902
"021100",-0.3980140651
"023200",0.0144715876
"022404",-0.3233685353
"000400",0.3520699326
"026602",0.3571616259
"002000",-0.0658164062
"003300",-0.052346052
"014300",0.5232245894
"022701",0.3017580752
"038900",0.2477953374
"013800",0.2906502302
"002400",0
"007400",-0.0116927331
"040100",0.2777977929
"001600",0.206110203
"016300",0
"008300",0.1957659636
"023900",0.3192853108
"039902",0.6498256064
"034400",0.0216798037
"023600",0.1335828848
"026500",-0.0767916557
"024600",0.0263724914
"039600",0.3533239537
"028700",-0.5754193289
"021301",-1.1375946871
"042300",-0.0365446398
"021502",-0.0513989829
"005902",-0.2464465327
"025200",0.1838149478
"040702",0.3094117122
"042800",-0.156031605
"042600",-0.2895122328
"030701",-1.1630214419
"038700",0.4275752022
"045102",0.1391297569
"041800",-0.0688013532
"028300",-0.4963728472
"033600",-0.3169013266
"025600",0.1619833131
"042901",0.0505515571
"029600",0.1930482634
"035600",-0.1337271214
"031000",-0.3909350051
"006700",-0.2431968226
"027700",-0.1337427578
"028800",-0.1861063624
"033000",0.1007767959
"031600",-0.2278563495
"027600",0
"040400",0.0313409538
"041400",0.1207863457
"033800",-0.0872631501
"031400",-0.035755491
"031200",-0.1673144655
"026900",0.1098345089
"022703",0.2889742679
"037000",0.2258940959
"015800",0.0705970979
"027300",-0.2530846632
"037800",0.1747369601
"032800",-0.1885847779
"034000",-0.0774925795
"045800",-0.8982794572
"043600",-0.7548738095
"042200",0.3042722728
"031900",-1.2089320566
"037400",0.2090099258
"039800",0.3546433302
"042100",-0.2640324474
"007700",-0.0254765861
"006000",0.3585041843
"013300",-0.5136508751
"022000",0.4319608841
"015300",0.1249089304
"022800",-0.2386475593
"019500",0.0351027322
"007800",0.4311750528
"006100",0.099691399
"021501",-0.4144664661
"023502",0.5777628078
"011502",-0.2690911067
"016100",0.4114521336
"016000",0.3054599799
"037300",0.5938431856
"009200",0.4573537392
"004800",-0.1556768948
"002500",-0.0931622006
"051600",0.204328467
"037900",0.0082359215
"016600",0.2301290985
"012500",0.3410314427
"016500",0.1042848645
"042500",-0.1961030541
"012300",-0.1547673811
"005400",0.1038514329
"006200",-0.3465860191
"013100",0.0198156332
"006400",0.1890629206
"013000",0.0203128027
"036300",0.1611140803
"043100",-0.5050929717
"042902",0.1054580909
"030000",0.2634055649
"014100",0.4578102897
"032300",-0.7999485877
"030100",-0.2179319464
"048400",-0.1158997854
"045101",0.1392286103
"014900",-0.0661083874
"019700",0.0511141896
"038600",-0.263369056
"036400",-0.2292679948
"036700",0.3374391822
"036501",0.420990738
"014400",-0.1624150181
"015700",0.2084767739
"036100",-0.4028409512
"034500",-1.2308011647
"030200",-0.0579569495
"046202",0.2172491238
"044902",-0.1189955129
"016700",0.2267666274
"035900",0.3037437865
"017500",0.1484937418
"038000",0.1724550794
"021602",-0.1841416688
"026400",0.1533223041
"022300",-0.1815814556
"021200",-0.0745971349
"026300",0.014001134
"039901",0.5967821829
"014500",0.0907490837
"018400",0.2226705402
"019300",-0.0235299227
"025400",0.1706976402
"016200",0.1537123715
"002702",-0.2703306435
"022901",0.0790665901
"025500",-0.6369358238
"038500",0.1871500927
"032400",-0.1987944612
"019900",-0.1924687501
"000200",0.3936996065
"020100",0.3643879923
"029700",-0.5037159044
"028400",0.1292993601
"004001",0.1134552452
"029500",-0.2782232555
"035000",-0.1381942641
"024400",0.1697100212
"008600",-0.0616904404
"024300",-0.0397405071
"036502",-0.0953431621
"028100",-0.7317497291
"022902",0.3184615334
"007200",0.0671224331
"024000",0.3141854072
"037100",0.3299753138
"038100",0.6364710936
"034300",-0.8421419978
"039000",0.1521605257
"025100",0.1664854811
"039300",0.0372106083
"005600",-0.0691986945
"016900",0.2796815442
"044800",-0.01388764
"046000",-0.8797759755
"042000",-0.037969571
"036901",0.4555781969
"028500",-0.4031622673
"035100",-0.9294395925
"039700",-0.0944024173
"022702",0.1096426547
"041100",0.2089557716
"041300",-0.0797490783
"039200",0.1111117932
"040600",0.2814458111
"044200",0.0574526986
"040701",-0.3530686515
"027900",-0.1165074516
"040800",-0.095699967
"026601",0.4137604096
"044901",-0.3609777119
"038800",0.1448108632
"040900",-0.1259279091
"046201",-0.3433699848
"007000",-0.0392216751
"028600",0.2725427321
"005200",0.0135271546
"031800",-0.1178341098
"023704",-0.4070147173
"043000",-0.5365792147
"050400",0
"042400",0.2661119458
"040304",-1.0655514057
"020400",0.4725624565
"017100",0
"004400",-0.4680186347
"023501",-0.2043250697
"002800",0.1865327353
"002701",0.1213308863
"002300",0.1199343175
"037200",0.3912121899
"015500",0.3589152014
"036902",0.0714646432
"024900",-0.3799972296
"043500",0
"003700",0.5949847544
"004600",0.0546128813
"016400",0.6032558326
"025700",0.1353055425
"026100",0.1270098848
"012901",0.2688326205
"015200",0.0208933998
"014701",-0.334554624
"014702",0.2780297285
"017701",0.0839773447
"017702",0.0244434579
"017901",0.2696930696
"017902",0.3297873922
"018101",0.0682531422
"018102",0.1054525932
"018301",-0.343761871
"018302",0.446357859
"020501",-0.149532507
"020502",0.1806954772
"021001",-0.2048741392
"021002",-0.2649603715
"022101",0.0502024891
"022102",0.0986222047
"022403",-0.0520631231
"023703",0.337803743
"024501",0.2714414323
"024502",0.1276342356
"026701",-0.1076786254
"026702",-0.2113793274
"027401",0.1857434053
"027402",0.1695801172
"029301",0.0239714304
"029302",-0.2270052157
"030900",-0.8605302701
"033201",-0.2570530431
"033202",-0.5246576602
"038301",0.593284506
"038302",0.7186260973
"040303",-0.2630021678
"040501",0.4446988184
"040502",0.5996918228
"020000",0.370318752
"021700",-0.1589939486
"023702",0.4847247465
"032600",0.0957110706
"033500",-1.1734651269
"033700",-0.9555500604
"034800",-0.084362904
"036000",-0.0008505012
"039500",0.5833452568
"040302",0.3194871042
"043400",-0.0539125662
"044400",0.0469497867
"001900",0.0359086301
"004200",0.1721824454
"005100",0.0440974374
"006300",0.3054591332
"007600",0.1910926199
"009000",-0.2304383795
"009300",-0.0830642818
"009600",0.734278207
"011700",0.380991688
"015900",-0.076315437
"018500",-0.5573145634
"020900",0.2896300164
"022200",-0.2331252352
"023800",0.2205701885
"037504",0.3206399408
